bias,variance,mse_mcse
0.13048061159938662,18.596142405814632,
0.13244122958453808,18.113424931067996,
0.2877697453945327,17.64761808869344,
-0.5462102869698793,15.965701904649787,
-0.02392817538654235,19.162436576518594,
0.31849796504103445,18.275700115958415,
-0.2585175145747929,16.152184688529147,
0.3250393103084068,17.83128374318396,
0.18339473946478257,18.51640730309867,
0.39459513100567634,18.840376662237926,
-0.16909050119215152,18.55494253067868,
0.179014475818013,16.912219706626765,
0.27330452297249686,17.561246625885182,
0.44233871585070084,19.448497094269214,
0.4268508705233067,17.884217389191686,
0.03910140218851943,17.955514957549646,
0.3126105272472479,18.322122677459877,
0.258967167326718,19.54093651889555,
-0.20039230175830802,17.215586271715352,
-5.417449196976065e-05,16.954006135635687,
0.4916342364824029,17.617721090948898,
-0.09928415589608264,17.4159553758386,
-0.43633376678887004,18.05258643475995,
0.10287509723928956,18.004833669580734,
-0.06265016467745887,18.298873709426907,
0.051117477192912375,18.810043239099077,
0.3388208217712272,19.28252154050905,
0.10389377153620494,17.821002791123036,
0.19577372895690992,17.513612493452527,
-0.3053218579870567,15.713079397687293,
-0.27925683953136016,18.504683312546852,
-0.1761630072142264,16.780600632850312,
0.21354994608510047,18.30788921568483,
-0.10061956442205044,16.620320611939203,
0.17679649170602119,16.823968597749655,
0.15897658041297547,16.362492522475485,
0.20821395810973087,17.941608802486112,
0.12400658540430598,16.308259446474352,
0.1289940070606761,19.150919435155398,
-0.24206073965902775,18.681166484327473,
0.3886745964015681,17.18760934039803,
0.2187377335757219,16.488514316763244,
-0.0913985990076771,17.89431329282283,
0.10825394371086894,18.096882623976843,
-0.011518299912896879,18.696358597372285,
-0.3190594225949699,18.430710726764843,
0.1253315903012755,17.232965606573426,
0.07750107828838004,19.199101758241152,
-0.1637170347288528,16.93345093490212,
0.34866207987341546,17.345292279359906,
0.049039096674281524,17.481051905013487,
-0.08988576105432777,18.132608382507982,
0.15092380272010608,18.506217736819842,
0.023729412861886345,18.197522164466367,
-0.20732640020349358,17.942302493711125,
-0.012848112587796834,17.218595664107408,
0.3061073259572975,18.205362649976443,
-0.27526359087918095,18.12874242265625,
0.45076756348278657,16.693295451926183,
0.04940875342456863,18.045574879159407,
0.32739604534024025,18.98868234477088,
0.05457040369527455,17.732310193515367,
-0.09581400719389066,17.27394057156025,
-0.5563068324636671,17.767826262368395,
0.18992407883312268,18.211695136278856,
0.19629058234240127,17.44484974210868,
0.13499830971426796,18.12485273901459,
0.12159041194534481,19.271915972920965,
0.06904185044020572,19.13534451926003,
0.08267731000443668,17.18950769475824,
0.1952065096466633,18.33158463988739,
-0.12612291827047528,18.614487714936303,
-0.2512211965816835,18.254012923522502,
0.051417783977941056,17.283832776637457,
-0.15342629512161388,19.005527698037966,
-0.36483794130130853,17.74086184494483,
0.16892393810469386,17.5479768253502,
-0.08560951202612266,18.29776074256244,
0.5628878166167404,16.934501424471733,
-0.6756733705502018,18.444130454167638,
-0.009855719536801644,17.230727416309463,
-0.1862115554431778,18.15950484073153,
-0.36524857229626484,18.549119816761998,
-0.41385457806367043,16.848209127844708,
-0.44939206058253767,17.716067865503398,
0.16612622358031182,19.504263309121097,
0.10038250963234852,17.777279777542844,
0.06502830856213393,17.068586350635563,
0.11101501777267053,18.873349624790244,
0.39280132674177004,19.110040286334435,
0.13669646735354668,16.70761169297249,
0.03430308504393764,18.661758447710614,
-0.4121199527530308,19.104049312379676,
0.34516520077856505,17.870018665814126,
-0.06890480962033152,16.705976812965307,
-0.15935296855013448,16.073386863125776,
-0.09900061316865028,16.969150093333084,
-0.022333084897432798,17.05766217072963,
0.37695417418755106,18.49820423629238,
0.22671092164494588,18.289081115074598,
0.01125359045848029,17.368270468004333,
-0.0246551429731916,18.157696220889925,
0.008768795475265989,17.638761792872447,
0.38748941139835225,18.054154654121632,
-0.5958423536481803,17.388904671568948,
0.04727838817031227,17.54009669916212,
0.324796359298535,18.478074269428067,
-0.3620992775544032,17.558287613304117,
-0.377658825464259,17.81582984973123,
0.056534304717661854,16.58912412398019,
0.11277347195846943,19.645439006686768,
0.3375277335989928,19.324703190786106,
0.03413254077825556,17.54190125301046,
-0.17994098789963608,18.269194638979325,
0.30254141967473025,17.604412553855575,
-0.06727496118915788,18.53292657877335,
0.5032918423525192,19.145957085149043,
0.04888467002653307,19.0473657793303,
0.2208074437802896,18.344743053424086,
-0.02403156821126018,17.432765900426354,
-0.03904083728253305,17.199529227938818,
0.4867721502497613,18.53888811285911,
-0.3765043015288345,16.908591715662038,
-0.07386796967085552,18.295398947311373,
0.0967223839041953,17.785472771878485,
-0.05438946993128013,18.448770004832394,
0.23640402513638392,17.860453058020845,
-0.22207894206936274,17.38275075786199,
-0.07576090602505481,20.53760607932318,
0.1445651134904402,17.43170399491931,
-0.053094315405317616,18.51121179730469,
0.2513330613881859,18.459133711584883,
-0.16756061501959074,17.20500187867864,
0.016118535244993737,17.101472460246313,
-0.09003066013330496,18.11455088052222,
-0.09323808631577712,17.429050071291755,
0.25088909726484054,17.864622739922297,
0.059628132363355846,16.57597424473059,
0.517027434212924,17.40443454336652,
-0.14069735943051676,19.26710455794548,
-0.010031252354229636,17.30233243895637,
-0.4883367015581097,17.619732947701372,
-0.016797207759344346,16.403613309766772,
-0.28182453076215097,16.832564470806815,
-0.00996650849819325,18.94224344846978,
-0.045585003679823544,16.846229010995504,
0.36679257213486594,19.007846158685187,
0.006396278173701475,18.21513741759885,
0.2840254379252052,19.39958434423916,
-0.14721010865093653,18.06632041043718,
0.13477977010877673,18.634556062729548,
-0.12693161515248086,18.987074442740884,
-0.5865449870495709,18.19376603592816,
-0.027574058689349812,18.462737871402723,
0.18405159906686386,17.17328143166422,
-0.1295944498774375,18.083965518792123,
-0.1794780151233457,16.66060825599306,
0.34999337047018386,18.92136493584399,
0.0515170350346974,17.939355236643387,
0.3284650043996038,18.250955242301863,
0.11319768053560608,18.544183015772617,
0.1287077145921991,17.646401728269428,
-0.10317192089409488,18.701696620359833,
0.16765688438747794,17.22717877901077,
0.085901966004851,18.211414061952773,
0.4198705821949478,17.279273260248317,
-0.22501907519080255,17.300133547910487,
0.23510580859441177,18.023200419413662,
0.26836025258860197,19.404976210500656,
-0.2354606144256799,16.863508272331,
0.4452328808756647,18.992296090973696,
-0.22399932507078368,17.00091393222092,
0.35414893919776524,18.49580052735329,
0.030002257572323998,18.885580718639016,
0.30127978413664636,19.498937643799987,
-0.09259528270300521,19.281657322070963,
0.022369835069403265,18.40854072977724,
-0.09178415639285831,18.898374888507313,
0.3393920083608979,16.697707362414256,
-0.28309788404461145,19.30508691932576,
0.1830175144874513,19.422331110811985,
-0.014180985208763985,17.40609321199548,
-0.21331916730960465,16.536524651852364,
-0.22598102842678713,18.240931062134564,
0.01274709004590413,17.046079108287046,
-0.09214810956224895,17.03287176265124,
-0.19308969350752925,16.808635296809626,
0.3860395189502821,18.647028613824542,
-0.15365942730715254,17.87808948426494,
0.04609835699689846,17.152807652269566,
