bias,variance,mse_mcse
0.0031842079424673486,0.0019054513366850738,
-0.00022137385160020395,0.0017411664187102283,
-0.002257417478246024,0.0018250967888703575,
0.0013073766085552468,0.0018748309270013531,
-0.0018810868742483167,0.0016765510702216801,
-0.0016564934260364095,0.0017967347678917254,
-0.003951036235476046,0.0016959562567839463,
-0.0018658237365388186,0.0017177493835926292,
-0.00015889060566935675,0.0019590889571933987,
0.003171757039380871,0.0017676736105263799,
-0.005565096092293567,0.0018474479064817984,
0.0011446249599241787,0.002058217256716685,
0.00038511062924675987,0.00184823714090492,
0.0038037695220903833,0.0018331257040614403,
-0.002382503471306599,0.0018996684818565197,
-0.00035696998331830043,0.0017211973749734887,
0.00010409393959343038,0.0017822925341596332,
0.0018249268901579518,0.0019132137842086774,
-0.0031019059762487367,0.001713204273968343,
0.003358295972825623,0.0016579909044262542,
0.0018930713476326688,0.0018634559671764452,
-0.00036925362767455117,0.0016777032329804609,
-0.005475192551318522,0.0016825940860236762,
-0.0005222019502883618,0.0017096962481733097,
-0.0008311412336779456,0.0017259409961912387,
-0.0008516785698338275,0.0017751836769532982,
-0.0031118227293103345,0.0017270087840561888,
0.0008248897770223446,0.0016291258364092257,
0.0033390828339908835,0.001680799708826249,
-0.0072357662408278345,0.0017728077752616023,
-0.002866140537706688,0.0018336889955517278,
-0.003992093164432414,0.0017416324402128353,
0.00047380406808621156,0.001934498062983932,
-0.0027357147459637077,0.0017004545109749465,
-0.0004995983142494081,0.0018144867851667293,
-0.0006876251243368436,0.0018819209529947634,
0.0007688877652027443,0.001843757457486027,
-0.0028401255789882035,0.0016007255050642136,
-2.6195670627393586e-05,0.001718043593816292,
-0.001796007944960737,0.0017602615353823272,
0.002679634365323924,0.0017676726118038353,
0.0016121452294046434,0.001826992693931296,
-0.00010253876651809823,0.001806395974844093,
-0.0001740673611157484,0.0017540036496888896,
-0.00016932829002425098,0.0017833550969367949,
0.0026885536033329077,0.0017085711907318406,
-0.0020300298899914304,0.0017679066503751314,
0.00016986545091826621,0.0017989514310553893,
-0.0011649773243383732,0.0017303345801618448,
0.0009162587326437543,0.001863843348100983,
0.0011659458125920785,0.0017464401299705295,
0.0006497871069027217,0.0019009000460509698,
0.0019782377450552197,0.0017675864088204038,
-0.0008171201514594884,0.0016897232048871387,
0.005141221052272951,0.0017965452839635758,
-0.003159214686231218,0.0016883803900494434,
0.002465389092713516,0.0018062022500547807,
-7.083504516187944e-05,0.001853457006145118,
-4.569899401313249e-06,0.0017367114953274457,
-0.002035353611338428,0.001723107677017954,
-0.00013431856169050793,0.0016931479843477586,
-0.0013809762152931226,0.0017919748979838737,
0.0038889000984324434,0.0019183206408206353,
-0.0005923364362998562,0.0017681849270279211,
-0.0025539654322289246,0.0017492292192576194,
0.0006008029751718297,0.001861059415182309,
0.003907423559105561,0.0017517717311071749,
-0.003893645032885487,0.00180433556699915,
-0.001875086947923904,0.001905039960013085,
-0.002498792823104362,0.0018615885038864228,
0.0006294462232734194,0.0018926559694720218,
-0.0015735952255106905,0.0016957346905588032,
-0.00023916112878233364,0.001974014806517235,
-0.0037640200109580746,0.0016554822075896163,
0.00203629394366224,0.0018185519876570244,
0.0015171791045384408,0.0018177692691371192,
-0.0012085912449597835,0.0018238929430283073,
0.0006145136025473841,0.001756022499258254,
