bias,variance,mse
-0.022596431220842428,0.1946204679937628,0.19513106669768107
0.014829865871792691,0.1832885096528442,0.18350843457461957
-0.01424953947486396,0.1761129643845567,0.1763160137598024
-0.007751571404407187,0.17310756050030807,0.17316764735954568
-0.024032147306931262,0.18748775572145965,0.1880652998256417
-0.010244459335072786,0.1797228486514427,0.17982779759851067
0.01631182741262649,0.18377682095198328,0.1840428966655226
-0.01916942318663828,0.16414717826112818,0.16451464504643662
0.009290056156201487,0.17358139229019648,0.17366769743358187
0.027220545249048267,0.18396377595144459,0.1847047340351001
0.03136806011311655,0.17472593448335386,0.17570988967861395
0.016879242883527823,0.18413036475167568,0.18441527359199678
-0.012877687582633746,0.1755846154338048,0.17575045027128075
-0.011465157742896581,0.1784836551096793,0.17861510495174884
0.0392562038933989,0.18263611704717445,0.18417716659129454
0.017332066646893463,0.18627075041458666,0.18657115094883903
-0.00742726372120206,0.173633752275089,0.17368891652147328
-0.0032837847339611814,0.17358398584319548,0.17359476908537447
-0.02115507201042721,0.17936132078650316,0.17980885785826953
0.005697480542295574,0.17884002064655052,0.17887248193108035
-0.0266511578839842,0.18539787964617874,0.18610816386273582
0.03516631797691183,0.18713318570746054,0.18836985562751382
0.01111590822242059,0.19715705269582834,0.19728061611143763
-0.0254923930513693,0.18082693335953517,0.1814767954630207
0.02015780422769675,0.19961871527717326,0.20002505234845538
-0.027150974595958277,0.1790689356609098,0.1798061110824202
0.003948028999359421,0.17259186831025544,0.17260745524323523
-0.04824522436450285,0.17304153999395963,0.17536914166794085
0.027662774870460982,0.18304765776350426,0.1838128868770381
0.03952804911808405,0.18864575968459554,0.1902082263516772
0.036965250786873516,0.1799478555961009,0.18131428536183736
0.01661346413668663,0.1713815838710535,0.17165759106167447
0.047173676446988,0.18165697142727286,0.18388232717679795
-0.016488403773406768,0.1915297088336137,0.1918015762926086
-0.00129774112739367,0.18109112514265685,0.18109280927469057
0.03129377112355425,0.19366517344264017,0.19464447355377357
-0.03533629239809388,0.18671074596789913,0.1879593995283427
-0.037457277501481645,0.1783338134954271,0.1797368611332501
-0.005989021634770886,0.17918193829781265,0.17921780667795437
-0.0279679548673627,0.1777436918507956,0.17852589835025848
-0.024951673159824383,0.17083054446721754,0.17145313046069224
0.04505655903067207,0.1851812198875706,0.18721131339925506
0.020228197405473436,0.18701319088906948,0.1874223708593443
0.005376352627406877,0.1774307510814027,0.17745965624897692
0.005970894654467984,0.17136578043783798,0.17140143202081273
-0.00023642430243731027,0.18319971262505097,0.18319976852150174
-0.0071022983603201695,0.17736615772801242,0.17741660037001142
-0.00042217231015861945,0.17005372652638767,0.17005390475584714
0.005196367571408622,0.17948741139431573,0.17951441363025294
-0.024141681293104567,0.17581483741046017,0.17639765818611797
-0.021959080989196522,0.1789112072012003,0.17939340843909035
0.0038061381835726715,0.1863678481737822,0.18638233486165465
0.009024060567905279,0.17682200111682392,0.1769034347859571
-0.027636221132130268,0.18080126065756505,0.1815650213760291
-0.025867308434569747,0.18517440369120444,0.1858435213368536
-0.0343962978586273,0.1791905977843098,0.18037370309068923
-0.032867620730011926,0.19545344115930546,0.19653372165175736
-0.004209129580495685,0.17793102297918345,0.17794873975100883
-0.0027124326368186402,0.17569261343365866,0.17569997072446794
-0.00033230287713614803,0.1906039613016276,0.19060407172682975
-0.01834873802157222,0.19100054338939734,0.19133721957638164
0.021498040128430485,0.175453444799814,0.1759156105291776
0.0014921012438574577,0.1846681086709436,0.18467033503706554
-0.05058745583167512,0.17197102854396534,0.174530119231487
-0.06020907187932245,0.17333871661169825,0.1769638489482677
-0.04656502636987925,0.16870135191557098,0.1708696535963985
-0.041299383435718595,0.17426650659644496,0.1759721456686155
-0.006497248138236378,0.17525542540402822,0.17529763963739806
0.017369838520856495,0.18480690411945594,0.18510861540969653
0.04619442068909407,0.19087022200904794,0.19300414651184897
0.024926639048423294,0.1836757012232154,0.1842970385574658
0.027587881958213045,0.172196128662628,0.17295721989356827
-0.009379879126278579,0.1704876961944019,0.17057567832682552
0.029501945152212272,0.17654770971880981,0.17741807448657396
0.011989532810537384,0.19471855427096957,0.1948623031679845
-0.019108308154019427,0.16687226343381695,0.16723739087432588
-0.042080466702901775,0.17415980429162625,0.17593056996956025
-0.04161415111425948,0.1782623421209456,0.17999407969390602
-0.01056916094955307,0.18666905785373739,0.18678076501691493
0.04131023967013492,0.18623348227183473,0.1879400181734387
-0.0004157589384718996,0.1766175592511215,0.1766177321066164
0.004207860554508391,0.18275449960636356,0.18277220569680974
0.03493477872513462,0.17762458156846841,0.17884502033304253
-0.04749384608833418,0.18506217107482342,0.18731783649108583
0.016195637061498847,0.18935958999622962,0.18962188865605742
0.03549453607186659,0.18047686044737157,0.1817367225383286
-0.00802633690929766,0.182042956368194,0.18210737845237554
0.001685203193499074,0.17480214308229988,0.17480498299210326
0.012204389653794667,0.18781507696056055,0.1879640240873822
0.010766921013783515,0.18093136778467803,0.18104729437279507
0.043524016758786366,0.17800371499198006,0.1798980550267992
0.016951831244366944,0.18518705313655665,0.18547441771909415
0.0099638649701701,0.17897198222838726,0.17907126083353103
-0.0033187543954465992,0.17358964775614122,0.1736006618868785
0.0264693573945598,0.17644822410627511,0.17714885098715605
0.010113560143614753,0.18592954142231474,0.18603182552109324
0.030172428099521587,0.19386956615240533,0.19477994156982614
-0.019917453707941624,0.18334680442871154,0.18374350939091955
-0.014650061041223572,0.1712357431796618,0.1714503674681734
0.015198953524666048,0.1702611472119678,0.17049215540021276
0.0044141536050386065,0.18354014623262097,0.18355963098466985
0.03198013480104411,0.19370301082190755,0.1947257398438005
-0.04549517963151595,0.17601575934148783,0.17808557071119172
0.01329554418224066,0.18460503286931051,0.1847818043644124
0.03551716110483427,0.1909254350559697,0.19218690378891645
-0.00351847123344462,0.17454975945257983,0.1745621390924004
0.06301694756042608,0.19259712700203044,0.19656826268186392
0.04804789707628032,0.2001769320644543,0.20248553247790715
0.03263206276849717,0.18254492580712245,0.1836097773276496
0.018208637047547716,0.19591082943597143,0.19624238389910073
-0.04750539526982289,0.17657992719782387,0.178836689777566
0.03997129739259975,0.16084349086693547,0.16244119548218308
-0.017643830694304863,0.18784564705183102,0.1881569518134003
0.03821995250091348,0.1787747717554142,0.18023553652458632
-0.012556868265094168,0.17086368176167965,0.1710213567023066
0.0021196616865409856,0.17966682769470046,0.17967132066036584
0.0033283073903858096,0.17890630668140378,0.17891738431148865
-0.02204653231107978,0.1840185329417043,0.1845045825286478
0.018429960440094817,0.18072759251875373,0.1810672559605772
-0.06176073135140947,0.18148633175454276,0.18530071969160375
-0.00993515805798273,0.17154143035460268,0.17164013772023978
0.03072468361243441,0.19505292315975264,0.19599692934283686
-0.04508663591914275,0.16148739130295994,0.16352019604146528
-0.005312017040307926,0.17951856708312622,0.17954678460816273
-0.021486237912012096,0.18085489818384412,0.18131655660345572
0.011889526905958236,0.1636296153440664,0.16377097619411388
0.0247838431974281,0.18720169044257953,0.18781592932621424
0.023548477007284907,0.17791505905106775,0.17846958982043037
-0.02838969240132938,0.1750327737749467,0.1758387484095888
-0.055475217409316824,0.1727885132671081,0.17586601301371907
-0.02720887882637646,0.20059901657865328,0.2013393396656417
-0.031107433691855202,0.15767984833903478,0.15864752076992794
0.012469153136953515,0.17870912901622515,0.17886460879617794
0.022702925462463774,0.1840738019070256,0.1845892247315798
0.013199595332377356,0.19368583289476324,0.19386006221170174
0.007856655021740044,0.16709220018579998,0.16715392721393063
0.007163937451129754,0.17787747849704164,0.17792880049684537
-0.006597203588559308,0.16708767798212482,0.16713120107731372
0.012119604259847594,0.18682489068828617,0.18697177549570151
-0.021855191352895265,0.18112151717587302,0.1815991665649447
0.04654871338123734,0.18266746426526076,0.18483424698270934
-0.0035074034646331853,0.19845177944755546,0.1984640813266192
0.01777921051967457,0.17383608879881685,0.17415218912551977
0.0021329342375304705,0.18407894345103729,0.18408349285949893
0.006048310771665344,0.17474961159648983,0.17478619365968048
0.04677227280275087,0.1757270087044332,0.17791465420756813
-0.032459565810427415,0.1743649887593261,0.17541861217192756
0.013804904212512459,0.20543004203879628,0.20562061741911294
-0.018582498241438317,0.17016935612021036,0.17051466536110343
-0.017785075346360757,0.18021706230790616,0.1805333712129819
0.010007947869220102,0.17774347714244865,0.17784363616300167
0.021149145230618505,0.18957283422377108,0.19002012056775688
0.020714553134457248,0.19166573844805573,0.192094831159616
